metric,value,step
train/loss,0.19110286235809326,699.0
train/loss,0.32650843262672424,749.0
train/loss,0.37858328223228455,799.0
epoch,0.0,49.0
epoch,0.0,99.0
epoch,0.0,99.0
epoch,1.0,149.0
epoch,1.0,199.0
epoch,1.0,199.0
epoch,2.0,249.0
epoch,2.0,299.0
epoch,2.0,299.0
epoch,3.0,349.0
epoch,3.0,399.0
epoch,3.0,399.0
epoch,4.0,449.0
epoch,4.0,499.0
epoch,4.0,499.0
epoch,5.0,549.0
epoch,5.0,599.0
epoch,5.0,599.0
epoch,6.0,649.0
epoch,6.0,699.0
epoch,6.0,699.0
epoch,7.0,749.0
epoch,7.0,799.0
epoch,7.0,799.0
val/seg_loss,0.0,99.0
val/seg_loss,0.0,199.0
val/seg_loss,0.0,299.0
val/seg_loss,0.0,399.0
val/seg_loss,0.0,499.0
val/seg_loss,0.0,599.0
val/seg_loss,0.0,699.0
val/seg_loss,0.0,799.0
val/scene_loss,0.991074800491333,99.0
val/scene_loss,0.9789190292358398,199.0
val/scene_loss,0.9251119494438171,299.0
val/scene_loss,0.8988637924194336,399.0
val/scene_loss,0.8419190645217896,499.0
val/scene_loss,0.9110613465309143,599.0
val/scene_loss,0.8614985346794128,699.0
val/scene_loss,0.8676665425300598,799.0
val/loss,0.991074800491333,99.0
val/loss,0.9789190292358398,199.0
val/loss,0.9251119494438171,299.0
val/loss,0.8988637924194336,399.0
val/loss,0.8419190645217896,499.0
val/loss,0.9110613465309143,599.0
val/loss,0.8614985346794128,699.0
val/loss,0.8676665425300598,799.0
test/classification/F1Score/other_indoor,0.5132743120193481,800.0
test/classification/F1Score/kitchen,0.7200000286102295,800.0
test/classification/F1Score/bedroom,0.7600000500679016,800.0
test/classification/F1Score/living_room,0.5353534817695618,800.0
test/classification/F1Score/bathroom,0.7857142686843872,800.0
test/classification/F1Score/office,0.42222222685813904,800.0
test/classification/F1Score/dining_room,0.5882352590560913,800.0
test/classification/MulticlassAccuracy/other_indoor,0.5471698045730591,800.0
test/classification/MulticlassAccuracy/kitchen,0.6352941393852234,800.0
test/classification/MulticlassAccuracy/bedroom,0.7450980544090271,800.0
test/classification/MulticlassAccuracy/living_room,0.6162790656089783,800.0
test/classification/MulticlassAccuracy/bathroom,0.95652174949646,800.0
test/classification/MulticlassAccuracy/office,0.3333333432674408,800.0
test/classification/MulticlassAccuracy/dining_room,0.5681818127632141,800.0
test/classification/macro/F1Score,0.6178285479545593,800.0
test/classification/macro/MulticlassAccuracy,0.6288397312164307,800.0
test/segmentation/MulticlassJaccardIndex/window,0.53786700963974,800.0
test/segmentation/MulticlassJaccardIndex/bed,0.5709233283996582,800.0
test/segmentation/MulticlassJaccardIndex/books,0.22390606999397278,800.0
test/segmentation/MulticlassJaccardIndex/ceiling,0.5119132399559021,800.0
test/segmentation/MulticlassJaccardIndex/chair,0.4625653922557831,800.0
test/segmentation/MulticlassJaccardIndex/floor,0.7836565375328064,800.0
test/segmentation/MulticlassJaccardIndex/furniture,0.41539686918258667,800.0
test/segmentation/MulticlassJaccardIndex/objects,0.3697047233581543,800.0
test/segmentation/MulticlassJaccardIndex/picture,0.43974506855010986,800.0
test/segmentation/MulticlassJaccardIndex/sofa,0.5104876756668091,800.0
test/segmentation/MulticlassJaccardIndex/table,0.32266733050346375,800.0
test/segmentation/MulticlassJaccardIndex/tv,0.32260948419570923,800.0
test/segmentation/MulticlassJaccardIndex/wall,0.6948590874671936,800.0
test/segmentation/MulticlassAccuracy/window,0.7460934519767761,800.0
test/segmentation/MulticlassAccuracy/bed,0.8056813478469849,800.0
test/segmentation/MulticlassAccuracy/books,0.6670824885368347,800.0
test/segmentation/MulticlassAccuracy/ceiling,0.7764906287193298,800.0
test/segmentation/MulticlassAccuracy/chair,0.6899106502532959,800.0
test/segmentation/MulticlassAccuracy/floor,0.9006152153015137,800.0
test/segmentation/MulticlassAccuracy/furniture,0.5088133811950684,800.0
test/segmentation/MulticlassAccuracy/objects,0.4942191243171692,800.0
test/segmentation/MulticlassAccuracy/picture,0.8048727512359619,800.0
test/segmentation/MulticlassAccuracy/sofa,0.7504951357841492,800.0
test/segmentation/MulticlassAccuracy/table,0.5963450074195862,800.0
test/segmentation/MulticlassAccuracy/tv,0.758986234664917,800.0
test/segmentation/MulticlassAccuracy/wall,0.78145432472229,800.0
test/segmentation/macro/MulticlassJaccardIndex,0.47433093190193176,800.0
test/segmentation/macro/MulticlassAccuracy,0.713927686214447,800.0
epoch,4.0,800.0
